50
1	2	0		2	3	-59		1	4	0		3	4	86		1	5	51
3	5	82		1	6	12		2	6	12		4	6	36		2	7	6
3	7	27		5	7	99		3	8	31		4	8	9		5	8	47
6	8	88		4	9	43		5	9	-33		7	9	19		8	9	28
1	10	-63		2	10	57		3	10	72		4	10	4		5	10	42
7	10	34		8	10	60		1	11	43		2	11	-98		5	11	91
8	11	25		1	12	20		5	12	36		6	12	-61		2	13	29
4	13	65		5	13	55		6	13	68		8	13	17		11	13	8
1	14	91		3	14	87		5	14	62		6	15	0		7	15	-13
8	15	33		9	15	17		11	15	8		5	16	18		6	16	85
8	16	55		10	16	36		12	16	92		15	16	75		2	17	-98
3	17	8		7	17	20		10	17	48		12	17	83		15	17	28
16	17	32		1	18	0		2	18	11		7	18	27		10	18	8
11	18	1		12	18	94		17	18	24		1	19	72		5	19	57
6	19	22		7	19	0		8	19	0		10	19	36		14	19	29
15	19	40		18	19	82		1	20	92		2	20	-10		3	20	24
4	20	46		6	20	58		9	20	65		10	20	99		11	20	3
15	20	50		18	20	68		19	20	9		1	21	82		5	21	45
6	21	92		8	21	-7		9	21	78		10	21	42		11	21	21
16	21	62		17	21	42		18	21	73		1	22	-58		2	22	53
3	22	2		5	22	87		7	22	80		8	22	89		12	22	0
14	22	84		18	22	27		1	23	35		2	23	86		5	23	61
6	23	34		8	23	88		9	23	68		12	23	25		15	23	-56
16	23	68		17	23	39		18	23	1		19	23	15		20	23	89
1	24	17		2	24	10		5	24	78		6	24	90		7	24	74
8	24	0		9	24	21		17	24	69		18	24	78		21	24	-60
22	24	27		2	25	93		3	25	29		8	25	94		9	25	70
10	25	95		11	25	18		12	25	71		15	25	61		17	25	100
18	25	61		19	25	76		20	25	48		24	25	95		7	26	92
8	26	33		9	26	5		12	26	77		14	26	87		17	26	8
18	26	0		19	26	90		22	26	75		4	27	-74		5	27	94
6	27	69		7	27	78		8	27	86		9	27	67		17	27	23
19	27	0		21	27	-11		25	27	17		26	27	8		1	28	0
4	28	-36		7	28	57		9	28	86		12	28	89		13	28	-21
17	28	43		20	28	5		23	28	20		26	28	1		4	29	5
7	29	75		9	29	0		11	29	0		15	29	31		20	29	16
21	29	57		23	29	16		26	29	19		5	30	33		6	30	42
7	30	49		15	30	79		16	30	0		19	30	0		23	30	8
25	30	76		26	30	41		27	30	13		3	31	96		7	31	17
8	31	13		9	31	79		14	31	39		15	31	32		16	31	83
17	31	61		18	31	31		20	31	96		21	31	0		23	31	25
24	31	-65		25	31	48		28	31	58		29	31	31		1	32	28
2	32	-63		3	32	26		4	32	68		5	32	-92		7	32	24
9	32	70		15	32	33		16	32	19		17	32	71		20	32	100
28	32	83		29	32	40		30	32	20		1	33	71		2	33	0
5	33	26		9	33	59		11	33	42		14	33	13		17	33	54
20	33	80		23	33	0		28	33	96		29	33	44		1	34	13
2	34	18		5	34	25		6	34	19		7	34	46		9	34	13
11	34	53		13	34	0		14	34	64		20	34	71		23	34	92
25	34	-5		26	34	-37		28	34	92		29	34	95		33	34	53
7	35	18		9	35	6		13	35	0		22	35	2		33	35	26
1	36	1		7	36	48		8	36	0		13	36	46		14	36	85
22	36	64		27	36	-94		28	36	37		33	36	82		1	37	64
5	37	49		8	37	61		11	37	2		14	37	81		16	37	79
19	37	54		21	37	79		22	37	26		27	37	37		34	37	43
35	37	-62		36	37	17		5	38	45		6	38	11		7	38	93
8	38	14		10	38	-26		11	38	9		17	38	0		29	38	28
30	38	38		34	38	47		35	38	87		2	39	30		6	39	22
13	39	87		17	39	83		19	39	-93		21	39	98		24	39	2
25	39	0		26	39	92		30	39	45		34	39	17		38	39	42
